unix_ts,workload_seq,target_freq_mhz,rx_bytes,tx_bytes,gpu_util_pct,gpu_power_w,gpu_sm_mhz,gpu_memory_used_mib
1784739249.787322899,0,360,31297572635,7919958389,11, 21.16, 360, 14147
1784739250.411730684,0,360,31297574869,7919967949,13, 21.21, 360, 14147
1784739251.024332927,0,360,31297574869,7919967949,14, 21.25, 360, 14147
1784739251.643431168,0,360,31297575949,7919972055,12, 21.27, 360, 14147
1784739252.253199648,0,360,31297575949,7919972055,15, 21.21, 360, 14147
1784739252.862271699,0,360,31297577869,7919980483,0, 20.81, 360, 14111
1784739253.474845917,0,360,31297580321,7919989793,100, 24.67, 360, 14639
1784739254.087684734,0,360,31297580321,7919989793,100, 32.08, 360, 14639
1784739254.701412773,0,360,31297581281,7919994325,100, 34.67, 360, 14639
1784739255.313754716,0,360,31297581281,7919994325,100, 34.77, 360, 14639
1784739255.926930550,0,360,31297585967,7920007539,100, 34.40, 360, 14639
1784739256.540209853,0,360,31297587887,7920016979,0, 29.21, 360, 14641
1784739257.152494170,0,360,31297587887,7920016979,0, 20.68, 360, 14127
1784739257.763008455,0,360,31297590741,7920024267,0, 20.64, 360, 14127
1784739258.373494194,0,360,31297590741,7920024267,0, 20.64, 360, 14127
1784739258.982108037,0,360,31297602341,7920043199,0, 20.42, 360, 14127
1784739259.592866864,0,360,31297604381,7920053289,0, 20.42, 360, 14127
1784739260.204318460,0,360,31297604381,7920053289,0, 20.42, 360, 14127
1784739260.813785855,0,360,31297606209,7920064081,0, 20.42, 360, 14127
1784739261.424485657,0,360,31297606209,7920064081,0, 20.42, 360, 14127
1784739262.035711310,0,360,31297609137,7920071655,0, 20.42, 360, 14127
1784739262.644847329,0,360,31297611045,7920074207,0, 20.42, 360, 14127
1784739263.254588832,0,360,31297611045,7920074207,0, 20.42, 360, 14127
1784739263.865663611,0,360,31297612833,7920077043,0, 20.42, 360, 14127
1784739264.475561853,0,360,31297612833,7920077043,0, 20.42, 360, 14127
1784739265.086135480,0,360,31297614227,7920080345,0, 20.47, 360, 14127
1784739265.697107152,0,360,31297616015,7920083605,0, 20.47, 360, 14127
1784739266.307460925,0,360,31297616015,7920083605,0, 20.47, 360, 14127
1784739266.920799460,0,360,31297617923,7920087153,0, 20.52, 360, 14151
1784739267.740451798,0,360,31297620817,7920091633,0, 23.34, 360, 18471
1784739268.365192222,0,360,31297620817,7920091633,0, 23.54, 360, 18471
1784739268.985085267,0,360,31297695966,7920159213,0, 23.54, 360, 18471
1784739269.607136038,0,360,31297695966,7920159213,0, 20.52, 360, 18471
1784739270.229906389,0,360,31298015506,7920481681,0, 20.52, 360, 18471
1784739270.849899130,0,360,31298082982,7920541200,0, 20.52, 360, 18471
1784739271.471551829,0,360,31298082982,7920541200,0, 20.52, 360, 18471
1784739272.091280742,0,360,31298128055,7920573794,0, 20.52, 360, 18471
1784739272.714207963,0,360,31298128055,7920573794,0, 20.52, 360, 18471
1784739273.337144671,0,360,31298201413,7920644112,0, 20.52, 360, 18471
1784739273.960017903,0,360,31298203333,7920649286,0, 20.62, 360, 18471
1784739274.582074323,0,360,31298203333,7920649286,0, 20.62, 360, 18471
1784739275.205135114,0,360,31298204793,7920653996,0, 20.62, 360, 18471
1784739275.825743237,0,360,31298204793,7920653996,0, 20.52, 360, 18471
1784739276.448014592,0,360,31298206713,7920659660,0, 20.52, 360, 18471
1784739277.069709048,0,360,31298207793,7920662600,0, 20.52, 360, 18471
1784739277.690609117,0,360,31298207793,7920662600,0, 20.47, 360, 18471
1784739278.310939474,0,360,31298210083,7920668692,0, 20.47, 360, 18471
1784739278.933592529,0,360,31298212123,7920675068,0, 20.47, 360, 18471
1784739279.556323049,0,360,31298212123,7920675068,0, 20.47, 360, 18471
1784739280.176924136,0,360,31298213463,7920680348,0, 20.47, 360, 18471
1784739280.799551132,0,360,31298213463,7920680348,0, 20.42, 360, 18471
1784739281.419281629,0,360,31298215503,7920687148,0, 20.42, 360, 18471
1784739282.041637932,0,360,31298216463,7920690656,0, 20.42, 360, 18471
1784739282.662770838,0,360,31298216463,7920690656,0, 20.42, 360, 18471
1784739283.283445449,0,360,31298218503,7920697884,0, 20.42, 360, 18471
1784739283.905823448,0,360,31298218503,7920697884,0, 20.47, 360, 18471
1784739284.529822444,0,360,31298220423,7920705462,0, 20.52, 360, 18471
