unix_ts,component,num_running,num_waiting,num_swapped,gpu_cache_usage,queue_time_sum_s,queue_time_count,scrape_ok,error
1785332844.416530,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332844.416530,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332845.417615,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332845.417615,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332846.418687,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332846.418687,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332847.419758,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332847.419758,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332848.420829,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332848.420829,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332849.421901,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332849.421901,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332850.422978,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332850.422978,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332851.424058,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332851.424058,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332852.425130,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332852.425130,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332853.426202,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332853.426202,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332854.427277,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332854.427277,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332855.428350,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332855.428350,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332856.429421,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332856.429421,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332857.430534,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332857.430534,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332858.431606,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332858.431606,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332859.432702,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332859.432702,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332860.433773,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332860.433773,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332861.434844,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332861.434844,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332862.435914,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332862.435914,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332863.436985,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332863.436985,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332864.438071,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332864.438071,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332865.439148,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332865.439148,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332866.440221,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332866.440221,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332867.441290,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332867.441290,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332868.442360,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332868.442360,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332869.443432,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332869.443432,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332870.444518,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332870.444518,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332871.445588,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332871.445588,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332872.446659,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332872.446659,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332873.447731,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332873.447731,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332874.448806,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332874.448806,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332875.449877,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332875.449877,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332876.450949,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332876.450949,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332877.452020,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332877.452020,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332878.453091,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332878.453091,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332879.454162,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332879.454162,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332880.455233,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332880.455233,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332881.456292,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332881.456292,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332882.457390,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332882.457390,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332883.458461,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332883.458461,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332884.459538,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332884.459538,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332885.460611,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332885.460611,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332886.461712,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332886.461712,decode,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332887.462786,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332887.462786,decode,0.0,0.0,,,0.0,0.0,True,
1785332888.463517,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332888.463517,decode,0.0,0.0,,,0.0,0.0,True,
1785332889.464579,prefill,,,,,,,False,URLError: <urlopen error [Errno 111] Connection refused>
1785332889.464579,decode,0.0,0.0,,,0.0,0.0,True,
1785332890.465639,prefill,0.0,0.0,,,0.0,0.0,True,
1785332890.465639,decode,0.0,0.0,,,0.0,0.0,True,
1785332891.466629,prefill,0.0,0.0,,,0.0,0.0,True,
1785332891.466629,decode,0.0,0.0,,,0.0,0.0,True,
1785332892.467668,prefill,0.0,0.0,,,0.0,0.0,True,
1785332892.467668,decode,0.0,0.0,,,0.0,0.0,True,
1785332893.468715,prefill,0.0,0.0,,,0.0,0.0,True,
1785332893.468715,decode,0.0,0.0,,,0.0,0.0,True,
1785332894.469747,prefill,0.0,0.0,,,0.0,0.0,True,
1785332894.469747,decode,0.0,0.0,,,0.0,0.0,True,
1785332895.470796,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332895.470796,decode,0.0,0.0,,,0.0,0.0,True,
1785332896.471857,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332896.471857,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332897.472908,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332897.472908,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332898.473944,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332898.473944,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332899.474977,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332899.474977,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332900.476016,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332900.476016,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332901.477055,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332901.477055,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332902.478091,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332902.478091,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332903.479129,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332903.479129,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332904.480162,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332904.480162,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332905.481209,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332905.481209,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332906.482246,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332906.482246,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332907.483281,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332907.483281,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332908.484322,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332908.484322,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332909.485365,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332909.485365,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332910.486410,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332910.486410,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332911.487441,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332911.487441,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332912.488515,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332912.488515,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332913.489568,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332913.489568,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332914.490596,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332914.490596,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332915.491633,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332915.491633,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332916.492663,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332916.492663,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332917.493706,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332917.493706,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332918.494747,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332918.494747,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332919.495782,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332919.495782,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332920.496822,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332920.496822,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332921.497886,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332921.497886,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332922.498936,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332922.498936,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332923.499973,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332923.499973,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332924.501006,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332924.501006,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332925.502062,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332925.502062,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332926.503098,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332926.503098,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332927.504143,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332927.504143,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332928.505181,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332928.505181,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332929.506222,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332929.506222,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332930.507252,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332930.507252,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332931.508290,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332931.508290,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332932.509327,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332932.509327,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332933.510378,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332933.510378,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332934.511409,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332934.511409,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332935.512446,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332935.512446,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332936.513514,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332936.513514,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332937.514561,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332937.514561,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332938.515606,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332938.515606,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332939.516641,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332939.516641,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332940.517680,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332940.517680,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332941.518728,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332941.518728,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332942.519777,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332942.519777,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332943.520816,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332943.520816,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332944.521850,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332944.521850,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332945.522906,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332945.522906,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332946.523943,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332946.523943,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332947.524976,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332947.524976,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332948.526016,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332948.526016,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332949.527058,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332949.527058,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332950.528102,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332950.528102,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332951.529131,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332951.529131,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332952.530166,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332952.530166,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332953.531213,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332953.531213,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332954.532249,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332954.532249,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332955.533284,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332955.533284,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332956.534323,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332956.534323,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332957.535366,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332957.535366,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332958.536406,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332958.536406,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332959.537449,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332959.537449,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332960.538524,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332960.538524,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332961.539584,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332961.539584,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332962.540612,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332962.540612,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332963.541661,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332963.541661,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332964.542691,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332964.542691,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332965.543743,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332965.543743,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332966.544785,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332966.544785,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332967.545821,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332967.545821,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332968.546865,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332968.546865,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332969.547963,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332969.547963,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332970.549004,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332970.549004,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332971.550043,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332971.550043,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332972.551074,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
1785332972.551074,decode,0.0,0.0,,,4.924193490296602e-05,1.0,True,
1785332973.552122,prefill,0.0,0.0,,,5.3317053243517876e-05,1.0,True,
